Continent,Country,Province,policy_1,time_1,policy_2,time_2,policy_3,time_3
Asia,Russia,Novosibirsk Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Omsk Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Orel Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Orenburg Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Pensa Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Perm Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Primorskiy Kray,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Pskov Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Republic of Adygeia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Republic of Bashkortostan,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Republic of Buriatia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Republic of Chuvashia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Republic of Dagestan,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Republic of Hakassia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Republic of Kabardino-Balkaria,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Republic of Kalmykia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Republic of Karachaevo-Cherkessia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Republic of Karelia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Republic of Mariy El,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Republic of Mordovia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Republic of North Osetia-Alania,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Republic of Tatarstan,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Republic of Tyva,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Republic of Udmurtia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Rostov Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Ryazan Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Saha Republic,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Saint Petersburg,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Sakhalin Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Samara Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Saratov Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Smolensk Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Stavropolskiy Kray,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Sverdlov Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Tambov Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Tomsk Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Tula Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Tumen Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Tver Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Ulianovsk Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Vladimir Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Volgograd Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Vologda Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Voronezh Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Yamalo-Nenetskiy AO,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Yaroslavl Oblast,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
Asia,Russia,Zabaykalskiy Kray,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Aguascalientes,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Baja California,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Baja California Sur,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Campeche,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Chiapas,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Chihuahua,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Ciudad de Mexico,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Coahuila,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Colima,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Durango,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Guanajuato,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Guerrero,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Hidalgo,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Jalisco,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Mexico,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Michoacan,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Morelos,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Nayarit,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Nuevo Leon,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Oaxaca,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Puebla,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Queretaro,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Quintana Roo,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,San Luis Potosi,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Sinaloa,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Sonora,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Tabasco,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Tamaulipas,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Tlaxcala,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Veracruz,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Yucatan,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,Mexico,Zacatecas,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Atlanta_Sandy_Springs_Alpharetta,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Austin_Round_Rock_Georgetown,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Baltimore_Columbia_Towson,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Birmingham_Hoover,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Boston_Cambridge_Newton,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Chicago_Naperville_Elgin,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Cincinnati,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Cleveland_Elyria,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Columbus,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Dallas_Fort_Worth_Arlington,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Detroit_Warren_Dearborn,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Durham_Chapel_Hill,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Houston_The_Woodlands_Sugar_Land,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Knoxville,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Las_Vegas_Henderson_Paradise,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Los_Angeles_Long_Beach_Orange_County,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Miami_Fort_Lauderdale_Pompano_Beach,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Minneapolis,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Mobile,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Nashville_Davidson_Murfreesboro_Franklin,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,New_Haven_Milford,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,New_Orleans_Metairie,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,New_York_Newark_Jersey_City,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Omaha_Council_Bluffs,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Orlando_Kissimmee_Sanford,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Philadelphia_Camden_Wilmington,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Phoenix,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Pittsburgh,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Rochester,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,San_Diego_Chula_Vista_Carlsbad,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,San_Jose_Sunnyvale_Santa_Clara,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Seattle_Tacoma_Bellevue,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Sioux_Falls,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,St._Louis,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Tucson,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
North America,US,Washington_Arlington_Alexandria,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Acre,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Alagoas,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Amapa,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Amazonas,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Bahia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Ceara,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Distrito Federal,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Espirito Santo,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Espiritu Santo,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
